term,caseOrigin,issueArea,petitioner,respondent,lcDispositionDirection,declarationUncon,partyWinning
2007,114.0,1.0,137.0,27.0,1.0,1.0,0.0
2007,93.0,1.0,126.0,27.0,1.0,1.0,1.0
2007,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2007,67.0,2.0,251.0,5.0,1.0,1.0,0.0
2007,69.0,2.0,211.0,7.0,1.0,1.0,0.0
2007,121.0,1.0,137.0,27.0,1.0,1.0,0.0
2007,121.0,9.0,137.0,27.0,1.0,1.0,0.0
2007,129.0,1.0,27.0,126.0,2.0,1.0,1.0
2007,58.0,3.0,27.0,100.0,2.0,1.0,1.0
2007,58.0,4.0,27.0,100.0,2.0,1.0,1.0
2007,302.0,8.0,7.0,25.0,1.0,1.0,1.0
2007,128.0,1.0,27.0,126.0,2.0,1.0,1.0
2007,41.0,2.0,211.0,251.0,2.0,1.0,1.0
2007,66.0,2.0,151.0,182.0,2.0,1.0,0.0
2007,112.0,2.0,183.0,412.0,1.0,1.0,1.0
2007,66.0,1.0,27.0,100.0,2.0,1.0,0.0
2007,121.0,1.0,100.0,27.0,1.0,1.0,1.0
2007,8.0,6.0,176.0,27.0,1.0,1.0,1.0
2007,108.0,2.0,8.0,7.0,1.0,1.0,0.0
2007,50.0,8.0,133.0,172.0,1.0,1.0,1.0
2007,66.0,8.0,173.0,173.0,2.0,1.0,0.0
2007,104.0,8.0,176.0,230.0,2.0,1.0,1.0
2007,55.0,1.0,215.0,306.0,1.0,1.0,0.0
2007,55.0,1.0,306.0,215.0,1.0,1.0,1.0
2007,43.0,1.0,215.0,27.0,1.0,1.0,0.0
2007,55.0,1.0,106.0,211.0,1.0,2.0,1.0
2007,55.0,1.0,106.0,211.0,1.0,2.0,1.0
2007,55.0,1.0,106.0,27.0,1.0,2.0,1.0
2007,55.0,1.0,106.0,27.0,1.0,2.0,1.0
2007,63.0,9.0,24.0,195.0,2.0,1.0,1.0
2007,55.0,9.0,214.0,334.0,1.0,1.0,1.0
2007,25.0,2.0,106.0,1.0,1.0,1.0,1.0
2007,58.0,8.0,7.0,114.0,2.0,1.0,1.0
2007,48.0,10.0,207.0,19.0,2.0,1.0,1.0
2007,95.0,2.0,145.0,151.0,1.0,1.0,1.0
2007,104.0,8.0,171.0,145.0,2.0,1.0,0.0
2007,74.0,2.0,4.0,332.0,2.0,1.0,1.0
2007,302.0,1.0,28.0,136.0,1.0,1.0,1.0
2007,122.0,2.0,126.0,5.0,1.0,1.0,1.0
2007,83.0,9.0,126.0,27.0,1.0,1.0,1.0
2007,55.0,9.0,205.0,102.0,2.0,1.0,0.0
2007,115.0,2.0,113.0,170.0,2.0,1.0,1.0
2007,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2007,302.0,1.0,126.0,28.0,1.0,3.0,1.0
2007,44.0,8.0,116.0,157.0,2.0,1.0,1.0
2007,29.0,8.0,148.0,5.0,1.0,1.0,1.0
2007,29.0,8.0,148.0,5.0,1.0,1.0,1.0
2007,55.0,1.0,28.0,8.0,1.0,4.0,0.0
2007,55.0,1.0,28.0,8.0,1.0,4.0,0.0
2007,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2007,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2007,302.0,1.0,126.0,28.0,1.0,1.0,0.0
2007,302.0,1.0,126.0,28.0,1.0,1.0,0.0
2007,302.0,1.0,126.0,28.0,1.0,1.0,0.0
2008,70.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,104.0,2.0,19.0,211.0,1.0,1.0,1.0
2008,48.0,8.0,377.0,150.0,2.0,1.0,1.0
2008,127.0,9.0,215.0,28.0,1.0,1.0,0.0
2008,50.0,1.0,28.0,215.0,2.0,1.0,1.0
2008,78.0,10.0,143.0,208.0,2.0,1.0,0.0
2008,78.0,8.0,143.0,208.0,2.0,1.0,0.0
2008,120.0,9.0,126.0,28.0,1.0,1.0,1.0
2008,67.0,1.0,126.0,27.0,1.0,1.0,1.0
2008,41.0,1.0,126.0,27.0,1.0,1.0,0.0
2008,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2008,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2008,129.0,1.0,28.0,215.0,2.0,1.0,1.0
2008,78.0,7.0,8.0,28.0,2.0,1.0,0.0
2008,123.0,2.0,8.0,174.0,2.0,1.0,1.0
2008,80.0,2.0,239.0,21.0,1.0,1.0,1.0
2008,80.0,2.0,239.0,21.0,1.0,1.0,1.0
2008,70.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,117.0,2.0,9.0,18.0,1.0,1.0,1.0
2008,119.0,8.0,166.0,146.0,2.0,1.0,0.0
2008,8.0,8.0,27.0,159.0,1.0,1.0,1.0
2008,8.0,8.0,187.0,159.0,2.0,1.0,1.0
2008,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2008,48.0,2.0,19.0,215.0,2.0,1.0,1.0
2008,130.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,64.0,3.0,19.0,249.0,2.0,1.0,1.0
2008,113.0,2.0,211.0,326.0,2.0,1.0,1.0
2008,130.0,1.0,27.0,126.0,2.0,1.0,1.0
2008,48.0,8.0,205.0,133.0,2.0,1.0,1.0
2008,123.0,3.0,3.0,130.0,2.0,1.0,1.0
2008,49.0,9.0,410.0,150.0,2.0,1.0,1.0
2008,25.0,2.0,106.0,1.0,1.0,1.0,1.0
2008,25.0,9.0,106.0,1.0,1.0,1.0,1.0
2008,302.0,10.0,143.0,204.0,2.0,1.0,0.0
2008,302.0,2.0,19.0,5.0,2.0,1.0,0.0
2008,79.0,10.0,134.0,113.0,2.0,1.0,1.0
2008,79.0,9.0,134.0,113.0,2.0,1.0,1.0
2008,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2008,49.0,2.0,28.0,215.0,2.0,1.0,1.0
2008,120.0,1.0,126.0,27.0,1.0,1.0,0.0
2008,302.0,1.0,126.0,28.0,1.0,1.0,0.0
2008,302.0,13.0,28.0,4.0,3.0,1.0,1.0
2008,302.0,9.0,143.0,208.0,2.0,1.0,0.0
2008,116.0,10.0,126.0,28.0,1.0,1.0,1.0
2008,22.0,8.0,148.0,150.0,2.0,1.0,1.0
2008,22.0,8.0,148.0,150.0,2.0,1.0,1.0
2008,22.0,8.0,148.0,150.0,2.0,1.0,1.0
2008,96.0,2.0,151.0,247.0,2.0,1.0,1.0
2008,96.0,7.0,151.0,247.0,2.0,1.0,1.0
2008,3.0,2.0,27.0,170.0,2.0,1.0,1.0
2008,3.0,8.0,27.0,170.0,2.0,1.0,1.0
2008,109.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,302.0,1.0,28.0,137.0,2.0,1.0,0.0
2008,51.0,8.0,24.0,176.0,2.0,1.0,1.0
2008,6.0,2.0,414.0,250.0,2.0,1.0,1.0
2008,24.0,2.0,106.0,1.0,1.0,1.0,1.0
2008,118.0,1.0,137.0,28.0,1.0,1.0,1.0
2008,22.0,9.0,338.0,246.0,2.0,1.0,1.0
2008,60.0,1.0,137.0,27.0,1.0,1.0,0.0
2008,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2008,49.0,8.0,231.0,27.0,2.0,1.0,1.0
2008,49.0,8.0,198.0,27.0,2.0,1.0,1.0
2008,73.0,9.0,119.0,134.0,1.0,1.0,1.0
2008,48.0,9.0,172.0,128.0,1.0,1.0,1.0
2008,71.0,2.0,106.0,27.0,1.0,1.0,1.0
2008,94.0,9.0,1.0,106.0,2.0,1.0,1.0
2008,50.0,2.0,205.0,154.0,2.0,1.0,1.0
2008,302.0,2.0,215.0,8.0,1.0,3.0,1.0
2008,302.0,2.0,215.0,8.0,1.0,3.0,1.0
2008,302.0,2.0,215.0,8.0,1.0,3.0,1.0
2008,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2008,126.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,104.0,1.0,28.0,126.0,1.0,1.0,1.0
2008,302.0,8.0,231.0,145.0,2.0,1.0,1.0
2008,55.0,9.0,24.0,208.0,2.0,1.0,1.0
2008,55.0,9.0,24.0,208.0,2.0,1.0,1.0
2008,302.0,4.0,132.0,132.0,1.0,1.0,1.0
2008,5.0,9.0,27.0,186.0,2.0,1.0,0.0
2008,96.0,9.0,8.0,3.0,1.0,1.0,0.0
2008,94.0,1.0,137.0,27.0,1.0,1.0,0.0
2008,22.0,9.0,146.0,114.0,2.0,1.0,0.0
2008,22.0,9.0,146.0,114.0,2.0,1.0,0.0
2008,22.0,9.0,146.0,114.0,2.0,1.0,0.0
2008,302.0,8.0,116.0,3.0,2.0,4.0,1.0
2008,23.0,2.0,106.0,1.0,1.0,1.0,0.0
2008,44.0,1.0,28.0,215.0,2.0,1.0,1.0
2008,121.0,1.0,137.0,27.0,1.0,1.0,1.0
2008,96.0,8.0,171.0,171.0,2.0,1.0,1.0
2008,96.0,8.0,111.0,171.0,2.0,1.0,1.0
2008,71.0,2.0,145.0,151.0,1.0,1.0,1.0
2008,55.0,2.0,18.0,1.0,2.0,1.0,1.0
2008,108.0,2.0,21.0,239.0,2.0,1.0,0.0
2008,44.0,8.0,187.0,150.0,2.0,1.0,1.0
2008,44.0,8.0,28.0,150.0,2.0,1.0,1.0
2008,302.0,1.0,100.0,28.0,1.0,1.0,1.0
2008,45.0,1.0,21.0,239.0,2.0,1.0,0.0
2008,56.0,8.0,116.0,145.0,2.0,1.0,0.0
2008,45.0,2.0,19.0,239.0,2.0,1.0,1.0
2008,45.0,9.0,19.0,239.0,2.0,1.0,1.0
2008,45.0,2.0,211.0,239.0,2.0,1.0,1.0
2008,45.0,9.0,211.0,239.0,2.0,1.0,1.0
2008,96.0,10.0,19.0,113.0,1.0,1.0,1.0
2008,96.0,8.0,19.0,113.0,1.0,1.0,1.0
2008,53.0,2.0,8.0,19.0,2.0,1.0,1.0
2008,53.0,2.0,8.0,19.0,2.0,1.0,1.0
2009,60.0,9.0,151.0,145.0,1.0,1.0,0.0
2009,66.0,9.0,19.0,195.0,2.0,1.0,1.0
2009,66.0,7.0,231.0,249.0,2.0,1.0,0.0
2009,109.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2009,56.0,1.0,215.0,19.0,1.0,1.0,1.0
2009,49.0,2.0,28.0,215.0,2.0,1.0,1.0
2009,104.0,2.0,28.0,126.0,2.0,1.0,1.0
2009,68.0,9.0,215.0,28.0,1.0,1.0,1.0
2009,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2009,96.0,8.0,233.0,3.0,2.0,1.0,1.0
2009,55.0,3.0,211.0,343.0,2.0,2.0,1.0
2009,55.0,3.0,211.0,343.0,2.0,2.0,1.0
2009,41.0,1.0,126.0,28.0,1.0,1.0,0.0
2009,27.0,2.0,106.0,1.0,1.0,1.0,1.0
2009,27.0,9.0,106.0,1.0,1.0,1.0,1.0
2009,60.0,1.0,137.0,28.0,1.0,1.0,1.0
2009,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2009,50.0,9.0,251.0,251.0,2.0,1.0,1.0
2009,32.0,8.0,148.0,4.0,2.0,1.0,1.0
2009,103.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,103.0,2.0,28.0,126.0,2.0,1.0,1.0
2009,90.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2009,50.0,9.0,151.0,145.0,2.0,1.0,1.0
2009,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2009,121.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,100.0,2.0,215.0,19.0,1.0,1.0,1.0
2009,80.0,8.0,161.0,160.0,2.0,1.0,0.0
2009,96.0,8.0,220.0,112.0,1.0,1.0,1.0
2009,96.0,9.0,220.0,112.0,1.0,1.0,1.0
2009,56.0,1.0,137.0,27.0,1.0,1.0,1.0
2009,55.0,9.0,215.0,27.0,1.0,1.0,1.0
2009,83.0,6.0,111.0,27.0,2.0,1.0,1.0
2009,83.0,3.0,111.0,27.0,2.0,1.0,1.0
2009,83.0,6.0,111.0,27.0,2.0,1.0,1.0
2009,83.0,3.0,111.0,27.0,2.0,1.0,1.0
2009,86.0,1.0,137.0,27.0,1.0,1.0,1.0
2009,94.0,9.0,206.0,171.0,1.0,1.0,1.0
2009,94.0,10.0,206.0,171.0,1.0,1.0,1.0
2009,302.0,1.0,106.0,28.0,1.0,1.0,1.0
2009,66.0,8.0,173.0,119.0,1.0,1.0,1.0
2009,82.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,100.0,8.0,5.0,9.0,2.0,1.0,1.0
2009,45.0,8.0,135.0,138.0,2.0,1.0,0.0
2009,45.0,9.0,135.0,138.0,2.0,1.0,0.0
2009,48.0,8.0,19.0,106.0,2.0,1.0,1.0
2009,81.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,48.0,3.0,326.0,13.0,2.0,1.0,1.0
2009,96.0,8.0,116.0,234.0,1.0,1.0,1.0
2009,92.0,8.0,143.0,173.0,2.0,1.0,0.0
2009,92.0,9.0,143.0,173.0,2.0,1.0,0.0
2009,103.0,2.0,195.0,111.0,1.0,1.0,1.0
2009,60.0,6.0,19.0,129.0,2.0,1.0,1.0
2009,97.0,8.0,145.0,151.0,2.0,1.0,1.0
2009,111.0,3.0,27.0,126.0,2.0,2.0,0.0
2009,111.0,3.0,27.0,126.0,2.0,2.0,0.0
2009,122.0,2.0,153.0,188.0,1.0,1.0,1.0
2009,302.0,1.0,175.0,28.0,1.0,3.0,1.0
2009,302.0,1.0,175.0,28.0,1.0,3.0,1.0
2009,98.0,10.0,27.0,169.0,2.0,1.0,1.0
2009,98.0,10.0,27.0,169.0,2.0,1.0,1.0
2009,302.0,1.0,175.0,28.0,1.0,1.0,0.0
2009,66.0,8.0,184.0,216.0,1.0,1.0,1.0
2009,66.0,2.0,10.0,3.0,1.0,1.0,1.0
2009,80.0,1.0,27.0,137.0,2.0,1.0,0.0
2009,126.0,6.0,154.0,171.0,1.0,1.0,1.0
2009,94.0,1.0,27.0,126.0,2.0,1.0,1.0
2009,302.0,1.0,126.0,27.0,1.0,1.0,0.0
2009,60.0,1.0,126.0,28.0,1.0,1.0,1.0
2009,126.0,8.0,159.0,106.0,2.0,1.0,0.0
2009,81.0,1.0,28.0,126.0,2.0,1.0,1.0
2009,104.0,10.0,19.0,198.0,2.0,1.0,1.0
2009,68.0,1.0,137.0,27.0,1.0,1.0,1.0
2009,108.0,1.0,215.0,27.0,1.0,1.0,0.0
2009,72.0,8.0,102.0,138.0,2.0,1.0,0.0
2009,58.0,9.0,208.0,116.0,1.0,1.0,1.0
2009,88.0,2.0,27.0,175.0,2.0,1.0,0.0
2009,88.0,9.0,27.0,175.0,2.0,1.0,0.0
2009,25.0,2.0,106.0,327.0,1.0,1.0,1.0
2009,115.0,6.0,406.0,111.0,2.0,1.0,1.0
2009,93.0,9.0,137.0,27.0,2.0,1.0,0.0
2009,58.0,2.0,126.0,28.0,1.0,1.0,1.0
2009,27.0,9.0,151.0,382.0,1.0,1.0,1.0
2009,302.0,4.0,192.0,7.0,2.0,1.0,0.0
2009,48.0,1.0,3.0,8.0,2.0,1.0,1.0
2009,110.0,8.0,102.0,114.0,2.0,1.0,1.0
2009,111.0,1.0,137.0,27.0,1.0,1.0,0.0
2009,48.0,3.0,327.0,149.0,2.0,1.0,1.0
2009,48.0,3.0,327.0,149.0,2.0,1.0,1.0
2009,48.0,3.0,327.0,149.0,2.0,1.0,1.0
2009,48.0,3.0,327.0,149.0,2.0,1.0,1.0
2009,48.0,3.0,149.0,327.0,2.0,1.0,1.0
2009,48.0,3.0,149.0,327.0,2.0,1.0,1.0
2009,48.0,3.0,149.0,327.0,2.0,1.0,1.0
2009,48.0,3.0,149.0,327.0,2.0,1.0,1.0
2009,90.0,7.0,151.0,145.0,2.0,1.0,1.0
2009,48.0,8.0,234.0,195.0,2.0,1.0,1.0
2009,48.0,8.0,231.0,195.0,2.0,1.0,1.0
2009,50.0,8.0,128.0,152.0,2.0,1.0,1.0
2009,129.0,5.0,207.0,19.0,1.0,1.0,0.0
2009,96.0,8.0,159.0,159.0,1.0,1.0,0.0
2009,50.0,7.0,151.0,249.0,2.0,1.0,1.0
2009,41.0,1.0,126.0,28.0,1.0,1.0,1.0
2009,121.0,1.0,185.0,27.0,2.0,1.0,1.0
2009,121.0,1.0,185.0,27.0,2.0,1.0,1.0
2009,66.0,1.0,185.0,27.0,1.0,1.0,1.0
2009,55.0,13.0,216.0,405.0,1.0,2.0,1.0
2009,55.0,13.0,216.0,405.0,1.0,2.0,1.0
2009,55.0,8.0,216.0,405.0,1.0,2.0,1.0
2009,8.0,8.0,172.0,316.0,2.0,1.0,0.0
2009,50.0,3.0,130.0,26.0,1.0,1.0,0.0
2009,50.0,2.0,130.0,26.0,1.0,1.0,0.0
2009,66.0,1.0,227.0,3.0,2.0,4.0,1.0
2009,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2009,71.0,9.0,5.0,111.0,2.0,1.0,0.0
2009,44.0,1.0,211.0,27.0,1.0,1.0,1.0
2010,68.0,1.0,28.0,215.0,2.0,1.0,1.0
2010,109.0,1.0,137.0,27.0,1.0,1.0,0.0
2010,120.0,1.0,137.0,27.0,1.0,1.0,0.0
2010,48.0,2.0,5.0,202.0,2.0,1.0,1.0
2010,95.0,2.0,5.0,170.0,2.0,1.0,1.0
2010,83.0,12.0,167.0,27.0,2.0,1.0,0.0
2010,90.0,8.0,138.0,135.0,2.0,1.0,0.0
2010,49.0,1.0,28.0,126.0,2.0,1.0,1.0
2010,108.0,2.0,28.0,215.0,2.0,1.0,1.0
2010,48.0,5.0,376.0,8.0,2.0,1.0,1.0
2010,50.0,1.0,215.0,19.0,2.0,1.0,1.0
2010,50.0,4.0,215.0,19.0,2.0,1.0,1.0
2010,48.0,8.0,113.0,138.0,2.0,1.0,1.0
2010,104.0,2.0,215.0,19.0,1.0,1.0,1.0
2010,104.0,9.0,215.0,19.0,1.0,1.0,1.0
2010,73.0,2.0,145.0,151.0,1.0,1.0,1.0
2010,109.0,10.0,175.0,143.0,1.0,1.0,0.0
2010,109.0,8.0,175.0,143.0,1.0,1.0,0.0
2010,42.0,8.0,231.0,19.0,1.0,1.0,1.0
2010,49.0,2.0,28.0,215.0,2.0,1.0,1.0
2010,302.0,10.0,208.0,189.0,2.0,1.0,1.0
2010,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2010,23.0,5.0,338.0,205.0,1.0,1.0,1.0
2010,65.0,2.0,250.0,151.0,1.0,1.0,1.0
2010,6.0,2.0,250.0,414.0,1.0,1.0,1.0
2010,79.0,3.0,153.0,130.0,2.0,1.0,0.0
2010,70.0,1.0,137.0,27.0,1.0,2.0,1.0
2010,70.0,1.0,137.0,27.0,1.0,2.0,1.0
2010,113.0,1.0,19.0,126.0,2.0,1.0,0.0
2010,129.0,5.0,218.0,377.0,1.0,1.0,1.0
2010,120.0,2.0,215.0,19.0,1.0,1.0,1.0
2010,49.0,2.0,28.0,126.0,2.0,1.0,1.0
2010,133.0,7.0,145.0,151.0,1.0,1.0,1.0
2010,45.0,8.0,143.0,173.0,2.0,1.0,0.0
2010,75.0,2.0,19.0,126.0,2.0,1.0,1.0
2010,75.0,1.0,19.0,126.0,2.0,1.0,1.0
2010,51.0,9.0,143.0,5.0,2.0,1.0,1.0
2010,45.0,9.0,130.0,25.0,2.0,1.0,1.0
2010,45.0,9.0,19.0,25.0,2.0,1.0,1.0
2010,48.0,1.0,28.0,126.0,2.0,1.0,1.0
2010,122.0,2.0,215.0,28.0,1.0,1.0,0.0
2010,122.0,3.0,215.0,28.0,1.0,1.0,0.0
2010,126.0,10.0,7.0,19.0,1.0,1.0,1.0
2010,126.0,2.0,7.0,19.0,1.0,1.0,1.0
2010,103.0,1.0,28.0,126.0,2.0,1.0,1.0
2010,51.0,8.0,205.0,134.0,2.0,1.0,1.0
2010,51.0,10.0,205.0,134.0,2.0,1.0,1.0
2010,3.0,2.0,27.0,170.0,2.0,1.0,1.0
2010,96.0,5.0,176.0,230.0,2.0,1.0,1.0
2010,53.0,8.0,151.0,145.0,2.0,1.0,1.0
2010,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2010,3.0,5.0,176.0,27.0,2.0,1.0,1.0
2010,3.0,5.0,103.0,27.0,2.0,1.0,1.0
2010,50.0,1.0,19.0,215.0,2.0,1.0,0.0
2010,45.0,10.0,216.0,19.0,1.0,1.0,0.0
2010,45.0,8.0,216.0,19.0,1.0,1.0,0.0
2010,82.0,1.0,27.0,137.0,2.0,1.0,0.0
2010,56.0,1.0,126.0,27.0,1.0,1.0,1.0
2010,108.0,9.0,8.0,175.0,1.0,1.0,1.0
2010,108.0,9.0,19.0,175.0,1.0,1.0,1.0
2010,96.0,8.0,184.0,172.0,2.0,1.0,0.0
2010,64.0,8.0,1.0,174.0,2.0,1.0,1.0
2010,77.0,6.0,8.0,8.0,2.0,1.0,1.0
2010,98.0,1.0,126.0,27.0,1.0,1.0,0.0
2010,50.0,8.0,176.0,143.0,1.0,1.0,0.0
2010,120.0,9.0,173.0,176.0,1.0,1.0,1.0
2010,119.0,8.0,133.0,133.0,2.0,1.0,0.0
2010,80.0,1.0,137.0,27.0,1.0,1.0,0.0
2010,81.0,8.0,205.0,205.0,1.0,1.0,1.0
2010,81.0,8.0,205.0,205.0,1.0,1.0,1.0
2010,69.0,1.0,137.0,27.0,1.0,1.0,0.0
2010,3.0,2.0,27.0,170.0,2.0,1.0,1.0
2010,79.0,8.0,173.0,237.0,2.0,1.0,1.0
2010,302.0,3.0,4.0,8.0,2.0,1.0,1.0
2010,109.0,9.0,253.0,27.0,1.0,1.0,1.0
2010,109.0,9.0,253.0,27.0,1.0,1.0,1.0
2010,41.0,1.0,137.0,27.0,1.0,1.0,0.0
2010,302.0,1.0,175.0,28.0,1.0,1.0,1.0
2010,83.0,10.0,134.0,143.0,2.0,1.0,1.0
2010,51.0,1.0,137.0,27.0,1.0,1.0,1.0
2010,50.0,9.0,238.0,154.0,2.0,1.0,1.0
2010,50.0,2.0,238.0,154.0,2.0,1.0,1.0
2010,110.0,3.0,3.0,8.0,2.0,1.0,1.0
2010,96.0,8.0,148.0,28.0,2.0,1.0,1.0
2010,96.0,9.0,148.0,28.0,2.0,1.0,1.0
2010,96.0,9.0,148.0,28.0,2.0,1.0,1.0
2010,302.0,1.0,153.0,188.0,1.0,1.0,1.0
2010,67.0,8.0,231.0,145.0,2.0,1.0,0.0
2010,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2010,83.0,10.0,143.0,134.0,1.0,1.0,1.0
2010,83.0,10.0,143.0,134.0,1.0,1.0,1.0
2010,75.0,10.0,143.0,134.0,1.0,1.0,1.0
2010,124.0,3.0,28.0,143.0,2.0,3.0,0.0
2010,74.0,1.0,137.0,27.0,1.0,1.0,1.0
2010,48.0,14.0,253.0,129.0,1.0,2.0,0.0
2010,48.0,9.0,253.0,129.0,1.0,2.0,0.0
2010,302.0,4.0,159.0,175.0,1.0,1.0,1.0
2010,302.0,4.0,184.0,208.0,1.0,1.0,1.0
2010,50.0,3.0,19.0,109.0,2.0,3.0,0.0
2010,50.0,3.0,19.0,109.0,2.0,3.0,0.0
2010,45.0,3.0,207.0,19.0,2.0,3.0,1.0
2010,45.0,3.0,211.0,19.0,2.0,3.0,0.0
2010,122.0,1.0,126.0,28.0,1.0,1.0,0.0
2010,122.0,1.0,126.0,19.0,1.0,1.0,0.0
2010,122.0,1.0,126.0,28.0,1.0,1.0,0.0
2010,302.0,9.0,100.0,28.0,1.0,1.0,0.0
2011,48.0,1.0,28.0,126.0,2.0,1.0,1.0
2011,109.0,1.0,126.0,28.0,1.0,1.0,0.0
2011,103.0,1.0,28.0,215.0,2.0,1.0,1.0
2011,302.0,8.0,119.0,173.0,2.0,1.0,1.0
2011,120.0,9.0,126.0,28.0,1.0,1.0,0.0
2011,49.0,1.0,145.0,126.0,2.0,1.0,1.0
2011,50.0,8.0,135.0,134.0,2.0,1.0,1.0
2011,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2011,302.0,1.0,100.0,28.0,1.0,1.0,0.0
2011,29.0,8.0,198.0,145.0,2.0,1.0,0.0
2011,81.0,3.0,130.0,332.0,1.0,2.0,1.0
2011,66.0,1.0,28.0,215.0,2.0,1.0,1.0
2011,29.0,2.0,106.0,1.0,1.0,1.0,1.0
2011,58.0,8.0,134.0,135.0,1.0,1.0,1.0
2011,52.0,8.0,112.0,1.0,1.0,1.0,0.0
2011,52.0,8.0,112.0,1.0,1.0,1.0,0.0
2011,42.0,2.0,126.0,28.0,1.0,1.0,1.0
2011,111.0,1.0,126.0,27.0,1.0,1.0,1.0
2011,51.0,1.0,8.0,153.0,1.0,1.0,1.0
2011,49.0,10.0,158.0,19.0,1.0,1.0,1.0
2011,55.0,1.0,27.0,214.0,1.0,1.0,0.0
2011,122.0,2.0,19.0,251.0,2.0,1.0,1.0
2011,122.0,2.0,19.0,251.0,2.0,1.0,1.0
2011,122.0,2.0,19.0,251.0,2.0,1.0,1.0
2011,29.0,2.0,106.0,327.0,1.0,1.0,0.0
2011,81.0,1.0,28.0,126.0,2.0,1.0,1.0
2011,109.0,1.0,28.0,126.0,2.0,1.0,1.0
2011,302.0,8.0,165.0,204.0,2.0,1.0,1.0
2011,302.0,8.0,165.0,204.0,2.0,1.0,1.0
2011,51.0,2.0,19.0,188.0,2.0,1.0,1.0
2011,302.0,8.0,219.0,28.0,2.0,1.0,1.0
2011,29.0,2.0,19.0,165.0,1.0,1.0,1.0
2011,29.0,2.0,19.0,165.0,1.0,1.0,1.0
2011,29.0,2.0,19.0,165.0,1.0,1.0,1.0
2011,109.0,10.0,230.0,184.0,2.0,1.0,0.0
2011,48.0,2.0,28.0,126.0,2.0,1.0,1.0
2011,45.0,2.0,215.0,28.0,1.0,1.0,1.0
2011,79.0,10.0,13.0,28.0,1.0,2.0,0.0
2011,29.0,8.0,145.0,151.0,1.0,1.0,0.0
2011,49.0,8.0,165.0,165.0,2.0,1.0,1.0
2011,129.0,8.0,119.0,173.0,1.0,1.0,1.0
2011,55.0,13.0,214.0,328.0,2.0,1.0,1.0
2011,81.0,2.0,126.0,28.0,1.0,1.0,1.0
2011,302.0,2.0,28.0,126.0,2.0,1.0,1.0
2011,64.0,8.0,195.0,333.0,1.0,1.0,1.0
2011,120.0,9.0,126.0,27.0,2.0,1.0,0.0
2011,22.0,2.0,106.0,327.0,1.0,1.0,1.0
2011,50.0,5.0,334.0,214.0,2.0,1.0,1.0
2011,66.0,9.0,126.0,27.0,1.0,1.0,0.0
2011,59.0,2.0,216.0,8.0,1.0,1.0,0.0
2011,92.0,1.0,110.0,5.0,1.0,1.0,0.0
2011,81.0,8.0,143.0,143.0,1.0,1.0,1.0
2011,81.0,8.0,143.0,143.0,1.0,1.0,1.0
2011,48.0,2.0,111.0,8.0,2.0,1.0,1.0
2011,55.0,8.0,208.0,600.0,1.0,1.0,0.0
2011,55.0,8.0,394.0,172.0,2.0,1.0,0.0
2011,52.0,1.0,215.0,28.0,1.0,1.0,1.0
2011,52.0,9.0,215.0,28.0,1.0,1.0,1.0
2011,98.0,12.0,27.0,240.0,1.0,1.0,0.0
2011,98.0,9.0,27.0,240.0,1.0,1.0,0.0
2011,45.0,12.0,152.0,27.0,1.0,1.0,0.0
2011,45.0,8.0,152.0,27.0,1.0,1.0,0.0
2011,92.0,2.0,406.0,188.0,2.0,1.0,1.0
2011,102.0,9.0,106.0,109.0,1.0,1.0,1.0
2011,29.0,2.0,327.0,106.0,2.0,1.0,1.0
2011,29.0,2.0,327.0,106.0,2.0,1.0,1.0
2011,302.0,1.0,137.0,28.0,1.0,1.0,0.0
2011,75.0,8.0,195.0,135.0,1.0,1.0,0.0
