term,caseOrigin,issueArea,petitioner,respondent,lcDispositionDirection,declarationUncon,partyWinning
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,9.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,9.0,249.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,3.0,211.0,343.0,3.0,2.0,1.0
2003,55.0,9.0,211.0,343.0,3.0,2.0,1.0
2003,302.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,61.0,1.0,126.0,27.0,1.0,1.0,1.0
2003,60.0,8.0,405.0,233.0,1.0,1.0,1.0
2003,96.0,8.0,205.0,111.0,2.0,1.0,1.0
2003,302.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,119.0,10.0,129.0,19.0,1.0,1.0,1.0
2003,66.0,8.0,114.0,135.0,1.0,1.0,0.0
2003,29.0,8.0,7.0,333.0,3.0,1.0,0.0
2003,29.0,10.0,7.0,333.0,3.0,1.0,0.0
2003,89.0,1.0,100.0,27.0,1.0,1.0,1.0
2003,127.0,6.0,111.0,102.0,1.0,1.0,0.0
2003,302.0,4.0,28.0,100.0,2.0,1.0,1.0
2003,88.0,8.0,8.0,195.0,2.0,1.0,0.0
2003,103.0,2.0,151.0,145.0,1.0,1.0,1.0
2003,127.0,5.0,208.0,371.0,1.0,1.0,0.0
2003,50.0,8.0,104.0,208.0,2.0,1.0,0.0
2003,119.0,1.0,126.0,28.0,1.0,1.0,1.0
2003,129.0,3.0,211.0,239.0,1.0,1.0,1.0
2003,50.0,8.0,412.0,176.0,2.0,1.0,1.0
2003,81.0,2.0,215.0,19.0,1.0,1.0,0.0
2003,116.0,8.0,151.0,146.0,1.0,1.0,1.0
2003,108.0,9.0,126.0,28.0,2.0,1.0,1.0
2003,302.0,1.0,100.0,28.0,1.0,1.0,1.0
2003,302.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,58.0,8.0,7.0,170.0,2.0,1.0,1.0
2003,48.0,12.0,27.0,240.0,1.0,1.0,1.0
2003,28.0,10.0,19.0,3.0,2.0,1.0,1.0
2003,28.0,10.0,338.0,3.0,2.0,1.0,1.0
2003,28.0,10.0,205.0,3.0,2.0,1.0,1.0
2003,51.0,1.0,27.0,100.0,2.0,1.0,1.0
2003,51.0,5.0,327.0,214.0,2.0,1.0,1.0
2003,90.0,8.0,187.0,27.0,2.0,1.0,1.0
2003,101.0,2.0,27.0,170.0,2.0,1.0,1.0
2003,101.0,2.0,27.0,170.0,2.0,1.0,1.0
2003,104.0,8.0,135.0,134.0,2.0,1.0,1.0
2003,48.0,10.0,198.0,18.0,2.0,1.0,1.0
2003,110.0,9.0,251.0,211.0,1.0,1.0,0.0
2003,110.0,2.0,251.0,211.0,1.0,1.0,0.0
2003,66.0,9.0,183.0,151.0,2.0,1.0,1.0
2003,66.0,2.0,183.0,151.0,2.0,1.0,1.0
2003,119.0,1.0,28.0,215.0,2.0,1.0,1.0
2003,6.0,6.0,250.0,414.0,1.0,1.0,1.0
2003,302.0,9.0,100.0,28.0,1.0,1.0,0.0
2003,51.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,118.0,10.0,4.0,239.0,2.0,1.0,0.0
2003,69.0,8.0,114.0,135.0,1.0,1.0,1.0
2003,117.0,2.0,28.0,140.0,2.0,1.0,0.0
2003,117.0,10.0,28.0,140.0,2.0,1.0,0.0
2003,117.0,2.0,28.0,140.0,2.0,1.0,0.0
2003,117.0,10.0,28.0,140.0,2.0,1.0,0.0
2003,121.0,9.0,159.0,122.0,2.0,1.0,1.0
2003,83.0,10.0,139.0,27.0,2.0,1.0,0.0
2003,83.0,10.0,139.0,27.0,2.0,1.0,0.0
2003,126.0,1.0,100.0,27.0,1.0,1.0,0.0
2003,41.0,2.0,215.0,19.0,1.0,1.0,1.0
2003,48.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,48.0,1.0,24.0,127.0,2.0,1.0,0.0
2003,65.0,8.0,146.0,230.0,2.0,1.0,0.0
2003,29.0,8.0,329.0,150.0,3.0,1.0,1.0
2003,29.0,8.0,329.0,150.0,3.0,1.0,1.0
2003,52.0,3.0,3.0,117.0,2.0,1.0,1.0
2003,49.0,9.0,21.0,153.0,2.0,1.0,1.0
2003,123.0,8.0,329.0,150.0,2.0,1.0,1.0
2003,123.0,9.0,329.0,150.0,2.0,1.0,1.0
2003,48.0,1.0,27.0,137.0,2.0,1.0,1.0
2003,45.0,10.0,7.0,25.0,2.0,1.0,0.0
2003,110.0,2.0,7.0,9.0,2.0,1.0,1.0
2003,55.0,8.0,159.0,159.0,2.0,1.0,1.0
2003,302.0,1.0,100.0,6.0,1.0,1.0,0.0
2003,302.0,1.0,100.0,6.0,1.0,1.0,0.0
2003,120.0,10.0,146.0,145.0,1.0,1.0,1.0
2003,120.0,10.0,146.0,208.0,1.0,1.0,1.0
2003,48.0,1.0,28.0,215.0,2.0,1.0,1.0
2003,50.0,5.0,133.0,133.0,2.0,1.0,0.0
2003,121.0,1.0,126.0,28.0,1.0,1.0,1.0
2003,302.0,1.0,100.0,28.0,1.0,3.0,1.0
2003,45.0,1.0,28.0,100.0,2.0,1.0,1.0
2003,55.0,5.0,211.0,6.0,2.0,1.0,1.0
2003,110.0,1.0,28.0,126.0,2.0,1.0,1.0
2003,96.0,1.0,324.0,215.0,2.0,1.0,1.0
2003,55.0,1.0,106.0,211.0,1.0,1.0,1.0
2003,55.0,1.0,106.0,27.0,1.0,1.0,1.0
2003,126.0,4.0,215.0,324.0,1.0,1.0,1.0
2003,302.0,1.0,28.0,100.0,2.0,1.0,0.0
2003,52.0,1.0,27.0,100.0,2.0,1.0,1.0
2003,117.0,1.0,28.0,126.0,2.0,1.0,1.0
2003,109.0,3.0,1.0,207.0,2.0,1.0,0.0
2003,48.0,8.0,106.0,106.0,2.0,1.0,1.0
2003,48.0,8.0,27.0,106.0,2.0,1.0,1.0
2004,31.0,2.0,106.0,1.0,1.0,1.0,1.0
2004,60.0,8.0,231.0,184.0,2.0,1.0,1.0
2004,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2004,126.0,8.0,125.0,123.0,2.0,1.0,1.0
2004,51.0,3.0,3.0,8.0,2.0,1.0,1.0
2004,48.0,8.0,184.0,172.0,1.0,1.0,1.0
2004,81.0,9.0,16.0,111.0,2.0,1.0,1.0
2004,129.0,1.0,8.0,100.0,2.0,1.0,1.0
2004,120.0,8.0,184.0,122.0,2.0,1.0,1.0
2004,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2004,129.0,8.0,9.0,208.0,2.0,1.0,1.0
2004,56.0,1.0,100.0,27.0,1.0,1.0,0.0
2004,56.0,1.0,100.0,27.0,1.0,1.0,0.0
2004,133.0,1.0,27.0,100.0,1.0,2.0,0.0
2004,133.0,1.0,27.0,100.0,1.0,2.0,0.0
2004,78.0,1.0,27.0,100.0,3.0,2.0,1.0
2004,78.0,1.0,27.0,100.0,3.0,2.0,1.0
2004,83.0,2.0,106.0,368.0,1.0,1.0,0.0
2004,108.0,2.0,368.0,106.0,2.0,1.0,0.0
2004,57.0,2.0,106.0,368.0,1.0,1.0,1.0
2004,302.0,1.0,28.0,100.0,2.0,1.0,1.0
2004,9.0,12.0,369.0,240.0,1.0,1.0,1.0
2004,9.0,12.0,369.0,240.0,1.0,1.0,1.0
2004,302.0,9.0,100.0,28.0,1.0,1.0,0.0
2004,118.0,9.0,28.0,100.0,1.0,1.0,1.0
2004,302.0,1.0,100.0,28.0,1.0,1.0,1.0
2004,80.0,8.0,145.0,176.0,1.0,1.0,1.0
2004,80.0,8.0,145.0,176.0,1.0,1.0,1.0
2004,48.0,2.0,215.0,28.0,1.0,1.0,1.0
2004,302.0,1.0,28.0,126.0,2.0,3.0,0.0
2004,105.0,2.0,170.0,363.0,1.0,1.0,1.0
2004,8.0,2.0,170.0,363.0,2.0,1.0,0.0
2004,129.0,8.0,314.0,174.0,2.0,1.0,1.0
2004,80.0,1.0,126.0,27.0,1.0,1.0,1.0
2004,9.0,9.0,240.0,369.0,2.0,1.0,1.0
2004,9.0,9.0,240.0,369.0,2.0,1.0,1.0
2004,103.0,1.0,7.0,215.0,2.0,1.0,0.0
2004,48.0,1.0,19.0,106.0,2.0,1.0,1.0
2004,48.0,2.0,3.0,195.0,2.0,1.0,1.0
2004,48.0,2.0,3.0,195.0,2.0,1.0,1.0
2004,48.0,1.0,28.0,126.0,2.0,1.0,1.0
2004,42.0,2.0,10.0,21.0,1.0,1.0,1.0
2004,95.0,2.0,3.0,170.0,2.0,1.0,1.0
2004,85.0,2.0,8.0,3.0,2.0,1.0,0.0
2004,115.0,1.0,126.0,28.0,1.0,1.0,1.0
2004,92.0,9.0,198.0,159.0,1.0,1.0,1.0
2004,59.0,9.0,126.0,27.0,1.0,1.0,0.0
2004,47.0,8.0,114.0,135.0,1.0,1.0,1.0
2004,51.0,8.0,122.0,173.0,2.0,1.0,1.0
2004,79.0,1.0,126.0,27.0,1.0,1.0,0.0
2004,111.0,1.0,100.0,27.0,1.0,1.0,1.0
2004,109.0,9.0,215.0,28.0,1.0,1.0,0.0
2004,120.0,10.0,152.0,128.0,2.0,1.0,1.0
2004,81.0,8.0,211.0,134.0,2.0,3.0,0.0
2004,81.0,8.0,211.0,134.0,2.0,3.0,0.0
2004,96.0,8.0,105.0,4.0,1.0,3.0,1.0
2004,96.0,8.0,105.0,4.0,1.0,3.0,1.0
2004,96.0,8.0,105.0,4.0,1.0,3.0,1.0
2004,96.0,8.0,105.0,4.0,1.0,3.0,1.0
2004,63.0,4.0,211.0,198.0,1.0,1.0,1.0
2004,115.0,3.0,304.0,152.0,2.0,1.0,1.0
2004,115.0,3.0,152.0,152.0,2.0,1.0,1.0
2004,107.0,3.0,4.0,251.0,2.0,1.0,1.0
2004,302.0,4.0,100.0,28.0,1.0,1.0,1.0
2004,121.0,9.0,100.0,28.0,1.0,1.0,0.0
2004,121.0,1.0,216.0,27.0,1.0,1.0,1.0
2004,104.0,3.0,215.0,7.0,1.0,1.0,1.0
2004,104.0,3.0,215.0,7.0,1.0,1.0,1.0
2004,302.0,3.0,214.0,111.0,1.0,1.0,1.0
2004,50.0,10.0,1.0,208.0,2.0,1.0,1.0
2004,50.0,10.0,1.0,208.0,2.0,1.0,1.0
2004,121.0,2.0,140.0,116.0,1.0,1.0,1.0
2004,302.0,2.0,100.0,28.0,1.0,1.0,1.0
2004,104.0,1.0,28.0,126.0,2.0,1.0,1.0
2004,51.0,8.0,143.0,172.0,2.0,1.0,1.0
2004,103.0,4.0,7.0,215.0,2.0,1.0,1.0
2004,120.0,1.0,126.0,28.0,1.0,1.0,1.0
2004,120.0,2.0,126.0,28.0,1.0,1.0,1.0
2004,82.0,9.0,195.0,195.0,2.0,1.0,0.0
2004,50.0,4.0,195.0,3.0,2.0,1.0,0.0
2004,50.0,10.0,195.0,3.0,2.0,1.0,0.0
2004,58.0,1.0,215.0,27.0,1.0,1.0,0.0
2004,58.0,9.0,215.0,27.0,1.0,1.0,0.0
2004,109.0,1.0,100.0,28.0,1.0,1.0,1.0
2004,100.0,9.0,18.0,9.0,2.0,1.0,1.0
2004,302.0,8.0,245.0,4.0,2.0,1.0,0.0
2004,302.0,10.0,245.0,4.0,1.0,1.0,0.0
2004,302.0,4.0,195.0,3.0,2.0,1.0,0.0
2004,58.0,9.0,215.0,28.0,1.0,1.0,0.0
2004,57.0,9.0,198.0,161.0,2.0,1.0,0.0
2004,112.0,9.0,129.0,158.0,1.0,1.0,1.0
2004,49.0,8.0,152.0,27.0,2.0,1.0,0.0
2004,302.0,2.0,213.0,28.0,1.0,3.0,1.0
2004,302.0,2.0,213.0,28.0,1.0,3.0,1.0
2004,49.0,1.0,28.0,215.0,2.0,1.0,1.0
2004,49.0,1.0,28.0,215.0,2.0,1.0,1.0
2004,122.0,3.0,214.0,19.0,1.0,1.0,0.0
2004,52.0,4.0,3.0,253.0,2.0,1.0,1.0
2004,116.0,9.0,28.0,215.0,2.0,1.0,1.0
2004,73.0,3.0,5.0,207.0,2.0,4.0,0.0
2004,73.0,3.0,5.0,207.0,2.0,4.0,0.0
2004,48.0,8.0,156.0,133.0,2.0,1.0,1.0
2004,29.0,9.0,124.0,133.0,3.0,1.0,1.0
2004,29.0,9.0,338.0,133.0,3.0,1.0,1.0
2005,81.0,1.0,126.0,28.0,1.0,1.0,1.0
2005,45.0,1.0,28.0,126.0,2.0,1.0,1.0
2005,48.0,2.0,28.0,126.0,2.0,1.0,1.0
2005,158.0,1.0,126.0,27.0,1.0,1.0,1.0
2005,158.0,9.0,126.0,27.0,1.0,1.0,1.0
2005,128.0,7.0,158.0,145.0,2.0,1.0,0.0
2005,78.0,7.0,158.0,145.0,1.0,1.0,1.0
2005,45.0,8.0,27.0,145.0,2.0,1.0,1.0
2005,79.0,2.0,140.0,21.0,1.0,1.0,0.0
2005,302.0,9.0,28.0,100.0,2.0,1.0,0.0
2005,103.0,1.0,28.0,100.0,2.0,1.0,1.0
2005,126.0,9.0,195.0,241.0,1.0,1.0,1.0
2005,72.0,2.0,7.0,170.0,2.0,1.0,1.0
2005,93.0,6.0,134.0,135.0,1.0,1.0,0.0
2005,129.0,9.0,239.0,27.0,1.0,1.0,0.0
2005,61.0,10.0,27.0,28.0,1.0,1.0,1.0
2005,61.0,10.0,215.0,28.0,1.0,1.0,1.0
2005,61.0,2.0,215.0,28.0,1.0,1.0,1.0
2005,61.0,2.0,215.0,28.0,1.0,1.0,1.0
2005,47.0,8.0,184.0,125.0,2.0,1.0,1.0
2005,49.0,1.0,28.0,215.0,2.0,1.0,1.0
2005,49.0,1.0,28.0,215.0,2.0,1.0,1.0
2005,108.0,5.0,1.0,28.0,2.0,1.0,0.0
2005,114.0,9.0,113.0,240.0,2.0,1.0,1.0
2005,91.0,5.0,19.0,207.0,2.0,1.0,1.0
2005,48.0,1.0,28.0,100.0,2.0,1.0,1.0
2005,95.0,9.0,19.0,133.0,2.0,1.0,0.0
2005,73.0,10.0,28.0,114.0,2.0,1.0,0.0
2005,73.0,10.0,28.0,114.0,2.0,1.0,0.0
2005,107.0,9.0,158.0,158.0,2.0,1.0,1.0
2005,55.0,3.0,207.0,343.0,1.0,1.0,1.0
2005,93.0,3.0,1.0,130.0,2.0,1.0,0.0
2005,302.0,8.0,135.0,138.0,2.0,1.0,1.0
2005,51.0,8.0,24.0,174.0,2.0,1.0,1.0
2005,42.0,2.0,182.0,151.0,1.0,1.0,1.0
2005,52.0,9.0,251.0,19.0,3.0,1.0,1.0
2005,90.0,2.0,161.0,161.0,2.0,1.0,1.0
2005,109.0,8.0,208.0,412.0,1.0,1.0,1.0
2005,75.0,2.0,154.0,151.0,1.0,1.0,1.0
2005,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2005,48.0,8.0,198.0,195.0,2.0,1.0,1.0
2005,48.0,8.0,198.0,195.0,2.0,1.0,1.0
2005,66.0,5.0,218.0,207.0,2.0,1.0,1.0
2005,66.0,5.0,218.0,207.0,2.0,1.0,1.0
2005,48.0,8.0,173.0,184.0,2.0,1.0,1.0
2005,92.0,3.0,324.0,207.0,2.0,1.0,1.0
2005,92.0,3.0,324.0,207.0,2.0,1.0,1.0
2005,92.0,3.0,324.0,207.0,2.0,1.0,1.0
2005,96.0,10.0,119.0,145.0,2.0,1.0,1.0
2005,49.0,1.0,27.0,100.0,2.0,1.0,1.0
2005,302.0,1.0,28.0,100.0,2.0,1.0,0.0
2005,29.0,2.0,1.0,106.0,2.0,1.0,1.0
2005,121.0,1.0,126.0,27.0,1.0,1.0,1.0
2005,61.0,8.0,171.0,5.0,1.0,1.0,1.0
2005,57.0,1.0,215.0,28.0,1.0,1.0,0.0
2005,302.0,4.0,195.0,123.0,1.0,3.0,1.0
2005,55.0,3.0,19.0,185.0,2.0,1.0,1.0
2005,46.0,2.0,7.0,180.0,2.0,1.0,0.0
2005,48.0,9.0,253.0,166.0,1.0,1.0,1.0
2005,302.0,4.0,100.0,28.0,1.0,1.0,1.0
2005,103.0,9.0,189.0,25.0,2.0,1.0,1.0
2005,103.0,9.0,4.0,25.0,2.0,1.0,1.0
2005,79.0,8.0,208.0,146.0,1.0,1.0,0.0
2005,302.0,8.0,148.0,4.0,2.0,1.0,0.0
2005,126.0,8.0,233.0,172.0,1.0,1.0,1.0
2005,302.0,1.0,3.0,100.0,2.0,1.0,1.0
2005,48.0,3.0,5.0,8.0,2.0,1.0,1.0
2005,96.0,9.0,238.0,238.0,2.0,1.0,1.0
2005,94.0,1.0,137.0,27.0,1.0,1.0,1.0
2005,44.0,9.0,8.0,329.0,1.0,1.0,1.0
2005,60.0,9.0,154.0,151.0,1.0,1.0,1.0
2005,116.0,1.0,126.0,28.0,1.0,1.0,1.0
2005,57.0,2.0,126.0,28.0,1.0,1.0,1.0
2005,302.0,1.0,126.0,28.0,1.0,1.0,0.0
2005,67.0,9.0,173.0,119.0,2.0,1.0,1.0
2005,130.0,8.0,151.0,171.0,1.0,1.0,1.0
2005,96.0,9.0,171.0,8.0,1.0,1.0,0.0
2005,81.0,8.0,195.0,27.0,2.0,1.0,1.0
2005,81.0,8.0,195.0,306.0,2.0,1.0,1.0
2005,302.0,1.0,137.0,28.0,1.0,1.0,0.0
2005,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2005,302.0,1.0,217.0,28.0,1.0,1.0,0.0
2005,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2005,120.0,4.0,100.0,27.0,1.0,1.0,0.0
2005,30.0,2.0,106.0,1.0,1.0,1.0,0.0
2005,118.0,2.0,151.0,183.0,2.0,1.0,0.0
2005,50.0,9.0,28.0,215.0,2.0,1.0,1.0
2005,52.0,9.0,165.0,165.0,1.0,1.0,0.0
2005,86.0,1.0,27.0,100.0,2.0,1.0,0.0
2005,302.0,1.0,28.0,126.0,2.0,1.0,1.0
2005,302.0,1.0,28.0,137.0,2.0,1.0,1.0
2005,124.0,3.0,211.0,211.0,1.0,3.0,1.0
2005,124.0,3.0,211.0,211.0,1.0,3.0,1.0
2005,124.0,3.0,211.0,211.0,1.0,3.0,1.0
2005,96.0,6.0,21.0,202.0,2.0,1.0,1.0
2005,302.0,1.0,106.0,28.0,1.0,1.0,0.0
2005,302.0,1.0,106.0,28.0,1.0,1.0,0.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,5.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,5.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,119.0,2.0,251.0,211.0,3.0,1.0,1.0
2005,111.0,3.0,19.0,215.0,2.0,1.0,1.0
2005,55.0,1.0,106.0,324.0,1.0,1.0,1.0
2005,55.0,1.0,106.0,324.0,1.0,1.0,1.0
2005,302.0,4.0,100.0,28.0,1.0,1.0,0.0
2006,45.0,9.0,5.0,251.0,2.0,1.0,1.0
2006,45.0,9.0,28.0,251.0,2.0,1.0,1.0
2006,49.0,1.0,28.0,126.0,2.0,1.0,1.0
2006,115.0,2.0,106.0,1.0,1.0,1.0,1.0
2006,115.0,2.0,106.0,1.0,1.0,1.0,1.0
2006,121.0,9.0,137.0,27.0,1.0,1.0,0.0
2006,50.0,1.0,28.0,100.0,2.0,1.0,1.0
2006,55.0,9.0,198.0,326.0,2.0,1.0,0.0
2006,45.0,1.0,27.0,106.0,2.0,1.0,1.0
2006,48.0,9.0,173.0,177.0,2.0,1.0,1.0
2006,129.0,1.0,215.0,19.0,1.0,1.0,0.0
2006,302.0,8.0,231.0,145.0,2.0,1.0,1.0
2006,29.0,2.0,1.0,106.0,2.0,1.0,1.0
2006,81.0,1.0,215.0,19.0,1.0,1.0,1.0
2006,81.0,1.0,215.0,19.0,1.0,1.0,1.0
2006,82.0,1.0,215.0,19.0,1.0,1.0,1.0
2006,74.0,9.0,154.0,8.0,2.0,1.0,0.0
2006,302.0,1.0,126.0,28.0,1.0,3.0,1.0
2006,302.0,1.0,126.0,28.0,1.0,3.0,1.0
2006,108.0,8.0,243.0,243.0,2.0,1.0,1.0
2006,57.0,1.0,215.0,28.0,1.0,1.0,0.0
2006,302.0,8.0,143.0,208.0,2.0,1.0,1.0
2006,21.0,8.0,138.0,113.0,1.0,1.0,0.0
2006,66.0,2.0,174.0,3.0,1.0,1.0,0.0
2006,90.0,1.0,19.0,100.0,2.0,1.0,1.0
2006,109.0,9.0,123.0,234.0,1.0,1.0,1.0
2006,52.0,9.0,251.0,19.0,1.0,1.0,0.0
2006,50.0,6.0,171.0,148.0,1.0,1.0,1.0
2006,52.0,8.0,176.0,27.0,2.0,1.0,1.0
2006,15.0,8.0,19.0,211.0,2.0,1.0,1.0
2006,32.0,9.0,28.0,333.0,1.0,1.0,1.0
2006,32.0,8.0,28.0,333.0,1.0,1.0,1.0
2006,99.0,8.0,150.0,219.0,1.0,1.0,1.0
2006,82.0,10.0,19.0,113.0,2.0,1.0,0.0
2006,82.0,10.0,19.0,113.0,2.0,1.0,0.0
2006,129.0,8.0,205.0,205.0,2.0,1.0,0.0
2006,30.0,9.0,21.0,330.0,2.0,1.0,0.0
2006,89.0,5.0,1.0,206.0,2.0,1.0,1.0
2006,89.0,5.0,1.0,206.0,2.0,1.0,1.0
2006,50.0,5.0,1.0,207.0,2.0,1.0,1.0
2006,50.0,5.0,1.0,207.0,2.0,1.0,1.0
2006,56.0,1.0,126.0,27.0,1.0,1.0,0.0
2006,120.0,1.0,137.0,28.0,1.0,3.0,1.0
2006,120.0,1.0,137.0,28.0,1.0,3.0,1.0
2006,120.0,1.0,126.0,28.0,1.0,3.0,1.0
2006,120.0,1.0,126.0,28.0,1.0,3.0,1.0
2006,302.0,1.0,126.0,28.0,1.0,1.0,1.0
2006,95.0,8.0,245.0,18.0,2.0,1.0,0.0
2006,60.0,1.0,8.0,208.0,2.0,1.0,1.0
2006,81.0,8.0,172.0,172.0,1.0,1.0,1.0
2006,122.0,12.0,240.0,27.0,2.0,1.0,0.0
2006,96.0,8.0,133.0,133.0,1.0,1.0,1.0
2006,45.0,1.0,19.0,126.0,2.0,1.0,1.0
2006,3.0,12.0,240.0,27.0,2.0,1.0,0.0
2006,55.0,9.0,23.0,145.0,2.0,1.0,0.0
2006,103.0,2.0,202.0,21.0,1.0,1.0,1.0
2006,96.0,8.0,205.0,134.0,2.0,1.0,1.0
2006,96.0,9.0,205.0,134.0,2.0,1.0,1.0
2006,86.0,1.0,28.0,126.0,2.0,1.0,0.0
2006,48.0,1.0,5.0,174.0,2.0,1.0,1.0
2006,42.0,2.0,230.0,151.0,1.0,1.0,0.0
2006,129.0,1.0,28.0,126.0,2.0,1.0,1.0
2006,108.0,8.0,171.0,123.0,2.0,1.0,1.0
2006,108.0,8.0,171.0,123.0,2.0,1.0,1.0
2006,58.0,6.0,7.0,218.0,2.0,1.0,1.0
2006,86.0,9.0,137.0,27.0,1.0,1.0,0.0
2006,52.0,9.0,215.0,19.0,1.0,1.0,1.0
2006,50.0,8.0,138.0,249.0,2.0,1.0,1.0
2006,49.0,1.0,126.0,28.0,1.0,1.0,0.0
2006,47.0,8.0,27.0,176.0,2.0,1.0,0.0
2006,46.0,9.0,134.0,143.0,1.0,1.0,1.0
2006,94.0,7.0,199.0,154.0,2.0,1.0,1.0
2006,302.0,7.0,8.0,28.0,2.0,1.0,1.0
2006,302.0,7.0,249.0,28.0,2.0,1.0,1.0
2006,96.0,8.0,24.0,3.0,2.0,1.0,0.0
2006,103.0,9.0,126.0,28.0,1.0,1.0,0.0
2006,51.0,9.0,24.0,148.0,2.0,1.0,1.0
2006,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2006,96.0,8.0,113.0,173.0,2.0,1.0,1.0
2006,117.0,3.0,216.0,232.0,2.0,1.0,1.0
2006,66.0,8.0,122.0,237.0,2.0,1.0,1.0
2006,100.0,1.0,137.0,27.0,1.0,1.0,0.0
2006,44.0,3.0,8.0,239.0,2.0,1.0,1.0
2006,55.0,3.0,343.0,207.0,3.0,2.0,0.0
2006,55.0,3.0,343.0,207.0,3.0,2.0,0.0
2006,55.0,3.0,23.0,207.0,3.0,2.0,0.0
2006,55.0,3.0,23.0,207.0,3.0,2.0,0.0
2006,134.0,8.0,8.0,195.0,2.0,1.0,1.0
2006,133.0,9.0,211.0,240.0,2.0,1.0,1.0
2006,45.0,8.0,333.0,150.0,2.0,1.0,1.0
2006,45.0,8.0,333.0,150.0,2.0,1.0,1.0
2006,45.0,8.0,333.0,150.0,2.0,1.0,1.0
2006,45.0,8.0,333.0,150.0,2.0,1.0,1.0
2006,129.0,2.0,202.0,21.0,2.0,4.0,1.0
2006,129.0,2.0,202.0,21.0,2.0,4.0,1.0
2006,74.0,2.0,202.0,21.0,2.0,4.0,1.0
2006,119.0,8.0,184.0,238.0,2.0,1.0,1.0
2006,122.0,1.0,136.0,28.0,1.0,1.0,1.0
2007,96.0,2.0,21.0,164.0,2.0,1.0,0.0
2007,41.0,9.0,28.0,126.0,2.0,1.0,1.0
2007,60.0,8.0,231.0,4.0,2.0,1.0,1.0
2007,133.0,1.0,137.0,27.0,1.0,1.0,0.0
2007,71.0,1.0,126.0,27.0,1.0,1.0,1.0
2007,76.0,1.0,137.0,27.0,1.0,1.0,1.0
2007,126.0,1.0,137.0,27.0,1.0,1.0,1.0
2007,64.0,9.0,28.0,126.0,2.0,1.0,1.0
2007,132.0,1.0,28.0,126.0,2.0,1.0,1.0
2007,8.0,9.0,195.0,27.0,3.0,1.0,0.0
2007,86.0,8.0,173.0,233.0,1.0,1.0,0.0
2007,9.0,12.0,240.0,369.0,2.0,1.0,0.0
2007,94.0,3.0,4.0,16.0,2.0,1.0,1.0
2007,60.0,8.0,215.0,336.0,1.0,1.0,0.0
2007,114.0,8.0,230.0,151.0,1.0,1.0,1.0
2007,302.0,1.0,137.0,28.0,1.0,1.0,1.0
2007,95.0,10.0,204.0,181.0,1.0,1.0,0.0
2007,302.0,10.0,111.0,156.0,1.0,1.0,1.0
2007,302.0,8.0,111.0,156.0,1.0,1.0,1.0
2007,91.0,10.0,19.0,245.0,2.0,1.0,0.0
2007,72.0,2.0,151.0,154.0,2.0,1.0,1.0
2007,96.0,2.0,151.0,145.0,2.0,1.0,0.0
2007,63.0,1.0,240.0,27.0,1.0,1.0,1.0
2007,96.0,10.0,143.0,208.0,2.0,1.0,0.0
2007,129.0,2.0,207.0,211.0,1.0,1.0,1.0
2007,129.0,2.0,28.0,211.0,1.0,1.0,1.0
2007,302.0,2.0,126.0,28.0,1.0,1.0,1.0
2007,302.0,10.0,126.0,28.0,1.0,1.0,0.0
2007,108.0,8.0,195.0,241.0,1.0,1.0,0.0
2007,8.0,12.0,27.0,132.0,1.0,1.0,1.0
2007,302.0,8.0,133.0,7.0,2.0,1.0,0.0
2007,302.0,1.0,126.0,7.0,1.0,1.0,0.0
